Region,Vote_Type,Vote_Percentage
Yorkshire,Remain,61.55190148333995
South East,Leave,43.22081676515006
East Midlands,Remain,44.03460311211398
South East,Remain,53.8309803708814
Wales,Leave,55.318122466562414
West Midlands,Leave,55.59081492595523
North East,Remain,52.18319894824777
Scotland,Leave,48.279247281509484
West Midlands,Leave,66.83103146278829
West Midlands,Remain,62.03845863682552
South East,Remain,51.756257324806555
West Midlands,Remain,67.83562985107329
Wales,Remain,57.64093934102343
South East,Leave,64.0629229914969
East Midlands,Remain,52.08318888815076
South East,Remain,65.29786124776248
Yorkshire,Leave,53.87268189390546
Northern Ireland,Leave,60.120061244019325
Yorkshire,Leave,45.88343487870224
Yorkshire,Remain,41.24398053264789
North East,Remain,58.922450242979025
East Midlands,Remain,47.43923820230957
East Midlands,Remain,60.04889344202521
West Midlands,Remain,57.43831252417537
Wales,Leave,66.81814465395311
Scotland,Leave,56.52184394409319
Yorkshire,Remain,47.345221939324624
Greater London,Remain,57.54243871049103
South East,Leave,63.953619863686406
North East,Leave,47.47291099479653
Wales,Remain,66.62845780287945
Scotland,Leave,50.00841917297272
Wales,Leave,68.42832358924286
North East,Leave,55.4220080200942
East Midlands,Remain,41.96809265194791
Northern Ireland,Leave,57.783352246135784
Wales,Remain,56.7511546056342
Wales,Leave,57.7775928779182
South East,Leave,51.01112600226104
Scotland,Leave,62.5533313384546
East Midlands,Leave,44.878795028864374
Scotland,Remain,46.41868219404849
Scotland,Leave,41.251657370875066
Northern Ireland,Remain,46.40950738252471
West Midlands,Remain,65.42793633397021
Wales,Leave,43.89818379211983
North East,Leave,40.78192045775868
North East,Leave,48.26304685629411
East Midlands,Remain,52.119752716903214
Yorkshire,Leave,48.54874107792112
Northern Ireland,Remain,61.46289892247859
Greater London,Remain,41.31050545473435
East Midlands,Leave,58.73722702452284
East Midlands,Leave,43.220231322866724
East Midlands,Remain,44.431719419699164
West Midlands,Leave,50.56114412061501
East Midlands,Remain,53.044364608054
Wales,Leave,53.831486089768134
West Midlands,Leave,48.16637445314323
Wales,Remain,48.945368245236516
Northern Ireland,Leave,62.856916177861855
Greater London,Remain,65.34073294452958
West Midlands,Leave,63.95416427584663
Yorkshire,Leave,43.32570464461452
Greater London,Remain,63.92167166373169
Wales,Leave,41.448029451468045
South East,Remain,53.21417343706608
Wales,Remain,56.49346572860039
Greater London,Remain,51.448945565403925
South East,Leave,55.946334584714585
East Midlands,Leave,45.3618927136365
Greater London,Leave,44.94843777373174
South East,Remain,61.003124963168354
Yorkshire,Remain,42.619022710861294
East Midlands,Remain,64.29818064850312
East Midlands,Leave,54.30509500750167
Greater London,Leave,41.45359139304054
Scotland,Remain,59.51876344172091
Northern Ireland,Leave,41.42124871693751
North East,Remain,44.952968184692295
Yorkshire,Leave,65.41912911666167
Wales,Leave,53.427348451098894
Wales,Remain,58.5964673896004
Greater London,Leave,41.53706278418586
Greater London,Leave,65.82513110336762
South East,Remain,49.82349294308244
Wales,Remain,51.217323195746935
South East,Remain,53.5740877973798
Greater London,Leave,55.932177267317584
South East,Remain,69.82047005630417
West Midlands,Remain,45.782911790964704
South East,Leave,67.42163147481278
Yorkshire,Remain,66.50468100412606
Northern Ireland,Remain,46.47709409802385
South East,Remain,49.53377247553723
Wales,Leave,50.33459873206796
North East,Leave,43.73748430723576
East Midlands,Leave,40.68138405432937
South East,Remain,65.74544915594223
West Midlands,Remain,43.704796058122426
Scotland,Remain,62.63231440339315
Northern Ireland,Leave,46.4636782979436
Wales,Remain,66.0483567999031
North East,Leave,43.00290834282218
Greater London,Leave,62.557944951684625
Yorkshire,Remain,60.62273928385437
Yorkshire,Leave,52.556238740373296
West Midlands,Leave,63.95387552322536
East Midlands,Remain,56.31168404203564
West Midlands,Remain,47.37848658445866
Yorkshire,Remain,55.28790393202752
Greater London,Leave,40.98805675069834
East Midlands,Leave,49.75378862567042
Scotland,Remain,47.450196250448926
East Midlands,Leave,54.12926759801293
Yorkshire,Leave,42.200936413446264
South East,Leave,48.148455048916944
Wales,Remain,59.311761769578624
Greater London,Remain,45.94484094924028
North East,Leave,59.83044452290281
Scotland,Remain,55.29352405904813
South East,Leave,50.065582570592845
East Midlands,Leave,55.66515578064069
West Midlands,Remain,56.24729829569793
Greater London,Remain,53.54594521889276
East Midlands,Leave,64.08687195784763
West Midlands,Remain,69.49767102925361
Northern Ireland,Leave,44.88511336607726
Greater London,Remain,43.41579627793324
Scotland,Leave,53.01933192710514
Wales,Remain,59.76283250691398
North East,Leave,54.51027799121211
North East,Leave,50.005754808291435
North East,Leave,47.01424299309339
North East,Remain,45.59490093553678
South East,Remain,58.031436504880546
North East,Leave,45.269195871579385
Northern Ireland,Remain,54.431807798645565
Yorkshire,Leave,47.150416291418445
West Midlands,Leave,56.35880307474598
Northern Ireland,Leave,47.96754999196832
Yorkshire,Remain,46.149712180252585
Wales,Leave,57.128472667534666
North East,Remain,42.32487873140811
Scotland,Leave,42.14959651963825
Greater London,Remain,50.059852982745596
Greater London,Leave,43.80483881118248
Wales,Leave,66.85119518521748
Greater London,Remain,40.44053221589053
Greater London,Remain,54.67893757240634
South East,Leave,68.91829354682106
Yorkshire,Remain,41.68213226589399
Greater London,Remain,41.1834142201549
North East,Remain,50.91005325798396
Northern Ireland,Remain,55.86421017018405
Greater London,Remain,65.58708978382673
West Midlands,Remain,59.30195402404248
East Midlands,Remain,44.4719170404795
Northern Ireland,Remain,67.59603127446137
South East,Remain,57.661737578702684
West Midlands,Remain,54.404172623686684
North East,Remain,41.973538175132944
Northern Ireland,Leave,45.31325628288781
Yorkshire,Remain,53.852737099457485
North East,Remain,46.022374431248245
Northern Ireland,Leave,63.12667172586269
Northern Ireland,Remain,65.08815834974732
Northern Ireland,Leave,46.006664256399375
Yorkshire,Remain,54.882126208496345
Scotland,Leave,51.110871408682826
Yorkshire,Remain,44.11591346013469
South East,Remain,44.444982701543815
Scotland,Remain,61.826169657641394
Wales,Remain,60.56383130620608
Scotland,Leave,46.606356495812456
East Midlands,Leave,44.97672711599914
Wales,Leave,41.25511373246898
Scotland,Remain,45.36850456167116
Northern Ireland,Remain,68.61449375003228
East Midlands,Remain,65.71896385060607
Scotland,Remain,64.33411909396291
Wales,Leave,67.59519867315
Scotland,Remain,63.08808948882796
West Midlands,Remain,66.88649725561831
Greater London,Leave,52.579126394307224
Northern Ireland,Remain,54.791458111084054
Yorkshire,Remain,67.43972321548813
East Midlands,Leave,63.38778589221331
Northern Ireland,Remain,60.51858055363193
West Midlands,Leave,40.60913056239775
North East,Leave,41.196497173783314
East Midlands,Leave,42.161271555363854
Greater London,Leave,43.14525063710687
Scotland,Remain,59.80040179163044
Wales,Leave,42.47074027793083
Greater London,Remain,40.007333567751424
East Midlands,Leave,44.982378758063064
Wales,Leave,69.47037189165859
West Midlands,Remain,53.126061262922136
Scotland,Remain,61.29192125213957
Scotland,Remain,62.6063677350071
West Midlands,Leave,69.08918065856977
West Midlands,Remain,58.15238434519535
Scotland,Remain,66.71244566694327
Northern Ireland,Leave,65.11425025416267
Northern Ireland,Remain,41.501919885815305
South East,Remain,45.15275477595391
Scotland,Remain,48.38099947459864
Wales,Remain,49.96451796781162
West Midlands,Remain,41.47337308942815
West Midlands,Remain,60.92854605910585
East Midlands,Remain,55.5650441046106
South East,Remain,49.13175778385355
Yorkshire,Leave,54.42060115246068
Greater London,Leave,53.91366740692687
West Midlands,Remain,45.86231345756888
South East,Leave,62.138995021125794
South East,Leave,51.051887103973606
Wales,Remain,43.39124153634113
Yorkshire,Leave,44.168160911334056
Scotland,Leave,64.30730020988432
Wales,Leave,61.51649133808199
Northern Ireland,Leave,40.77071004659775
North East,Leave,43.28016969010957
South East,Leave,41.06456160204831
East Midlands,Leave,66.05171068565812
Northern Ireland,Leave,41.71531295224341
South East,Remain,42.404986757681236
Scotland,Remain,60.800403982307216
Scotland,Leave,58.775973680544
South East,Remain,41.66678460138494
West Midlands,Remain,46.901442228026944
East Midlands,Remain,41.487443442155545
Yorkshire,Remain,51.46429399058502
East Midlands,Leave,66.13125613104704
Northern Ireland,Leave,63.673072963460484
North East,Remain,53.73157028016456
Yorkshire,Remain,66.87508543580856
Northern Ireland,Remain,46.90455485739481
South East,Leave,65.77942666023856
East Midlands,Leave,67.51059067078837
Wales,Leave,65.04385156463738
South East,Remain,57.61909693551102
Greater London,Remain,43.357757853134466
South East,Leave,63.25293592025262
East Midlands,Leave,57.80437588710355
East Midlands,Leave,65.79601786393825
South East,Remain,68.70357508050856
East Midlands,Leave,62.457572011214594
Yorkshire,Remain,69.24502385477697
Yorkshire,Leave,61.088920152028436
Yorkshire,Remain,57.143249337017025
Greater London,Leave,53.46208258257657
Yorkshire,Leave,58.094332144762475
Yorkshire,Remain,53.8183970239095
Northern Ireland,Leave,65.30521872488993
Scotland,Leave,40.938615642568315
Northern Ireland,Remain,60.83646339565556
South East,Remain,54.99894638532735
Wales,Remain,68.14403840830936
North East,Remain,48.22170452397419
Greater London,Leave,55.79911653567445
East Midlands,Leave,60.8706223299698
North East,Remain,65.31943343257413
Yorkshire,Remain,42.41853626345329
South East,Leave,52.667076253548885
South East,Remain,53.49207875209024
East Midlands,Leave,61.05673358623524
Wales,Remain,53.76598126289969
East Midlands,Leave,50.08146933787237
North East,Remain,66.4252613969538
West Midlands,Leave,68.46972114429602
Scotland,Remain,43.129913821944186
North East,Remain,60.01161129183775
Yorkshire,Leave,40.83437580580645
West Midlands,Leave,64.0385597774374
Greater London,Leave,42.186367423444494
Wales,Remain,66.60038280506797
East Midlands,Leave,41.177961530904646
Yorkshire,Leave,47.0831758360278
Scotland,Leave,41.99217554715758
Scotland,Remain,64.12952371651996
South East,Remain,60.39651189077914
Greater London,Remain,46.21700028748803
Greater London,Leave,47.17508735471765
North East,Leave,65.17779357397526
Greater London,Leave,49.40370981570874
Wales,Leave,55.479444463260236
West Midlands,Remain,68.55219152446334
North East,Leave,56.13635787263327
Scotland,Leave,50.666769266314375
North East,Remain,69.48978939300815
West Midlands,Remain,64.40525510334592
East Midlands,Remain,45.07497855613653
Scotland,Remain,52.08641778839879
West Midlands,Leave,59.939716639959045
South East,Remain,45.66298930688659
Yorkshire,Leave,65.33507916626037
Greater London,Leave,65.62585123367599
Scotland,Remain,43.62267677804365
West Midlands,Leave,69.03625181732079
South East,Leave,54.504609337485164
Scotland,Remain,43.65136867510573
Yorkshire,Leave,61.111663884984544
Northern Ireland,Leave,49.387733677527535
Yorkshire,Leave,42.936749176087886
Yorkshire,Leave,45.58032359756604
Greater London,Remain,63.09607037741391
North East,Leave,50.644742642587204
Scotland,Leave,54.80110121450475
West Midlands,Leave,65.38175335887156
Scotland,Leave,43.352308192103045
Wales,Remain,57.91700142939213
South East,Leave,62.83932462354179
Wales,Leave,54.762479578598274
Northern Ireland,Remain,40.317728837225346
West Midlands,Remain,57.08240946467756
Scotland,Remain,42.13394780036826
Wales,Leave,48.98539955859843
Greater London,Remain,56.17682882200501
Scotland,Leave,53.60140442922203
East Midlands,Remain,65.62142196901513
South East,Leave,55.22964867151174
Northern Ireland,Remain,62.23472863032974
East Midlands,Leave,48.45318762287221
Wales,Remain,57.969463950888496
Greater London,Remain,50.136184627440954
Yorkshire,Remain,45.32225884034725
East Midlands,Leave,42.81764762249646
Wales,Remain,44.117305139043694
Yorkshire,Remain,49.82826699890781
North East,Remain,52.21530639554207
East Midlands,Leave,47.79888468742178
West Midlands,Leave,53.41480639015914
Greater London,Remain,61.71417252120975
North East,Leave,61.79962220375353
East Midlands,Leave,65.63811682257608
Scotland,Remain,69.44393342376299
Scotland,Leave,52.6355210299445
South East,Remain,65.11497488107236
Yorkshire,Remain,50.996990106093925
East Midlands,Remain,44.68168131580069
Yorkshire,Remain,69.94658044646566
Wales,Leave,64.83192521007939
Greater London,Remain,54.95215984877502
Wales,Leave,59.075295817034885
South East,Remain,59.0200527850529
Wales,Leave,51.95419006597917
South East,Remain,45.825677813469305
Greater London,Leave,66.01162841272023
North East,Leave,69.37732148681773
Yorkshire,Leave,45.18832648215464
Wales,Remain,66.36006117519341
West Midlands,Remain,53.491384575883785
Greater London,Remain,53.92423154353099
Scotland,Remain,63.671937198749795
South East,Remain,51.230538409953056
East Midlands,Leave,50.446342272380285
Northern Ireland,Remain,40.51755965732078
Wales,Remain,67.52612964433933
South East,Remain,40.08646376241723
West Midlands,Remain,49.846833686243414
East Midlands,Leave,67.18196974156055
Scotland,Leave,48.490117787918365
East Midlands,Leave,45.89761897602025
West Midlands,Leave,42.69812838190924
Scotland,Leave,59.109815224723164
Scotland,Remain,54.19859213701316
North East,Remain,47.70920917803208
Yorkshire,Remain,51.34034898054912
Scotland,Leave,59.11513116022552
Northern Ireland,Leave,53.023235931168884
Northern Ireland,Remain,46.66834426695925
North East,Remain,64.82685529261344
Wales,Remain,45.509688390930975
Greater London,Remain,41.3182427005716
Greater London,Leave,60.47374215231692
Northern Ireland,Remain,58.198649418643555
South East,Remain,57.11181898073741
South East,Leave,41.90275599706392
Greater London,Remain,50.5361292916573
Wales,Leave,69.23244898155401
West Midlands,Leave,40.70449347234745
South East,Leave,56.87106588300413
Scotland,Remain,55.32041920250004
Scotland,Leave,65.70593711536984
Wales,Leave,54.365948583430765
West Midlands,Leave,46.46201227885906
Scotland,Leave,68.08908785801759
Scotland,Leave,48.03739955343481
Greater London,Leave,49.82192430728215
Scotland,Remain,68.70384131312741
Northern Ireland,Leave,47.664359287017284
Greater London,Remain,44.265465233758356
East Midlands,Remain,66.32731133273556
Yorkshire,Leave,41.59655863413268
Yorkshire,Leave,55.615332843731636
Scotland,Leave,45.86538176745892
Scotland,Leave,49.577828509551864
Scotland,Remain,60.09655703453208
South East,Leave,48.460730565383486
West Midlands,Remain,42.539908608147314
Northern Ireland,Leave,46.48563695341019
North East,Leave,40.79499918366458
Greater London,Leave,55.71723417730865
Northern Ireland,Leave,49.85901538932585
Wales,Leave,57.67735141970452
Wales,Leave,65.26474704009391
West Midlands,Leave,41.080109220444314
North East,Leave,51.89269645896784
Greater London,Remain,41.50975225105379
Wales,Leave,66.11078127130185
Wales,Remain,55.338939601537334
Yorkshire,Leave,40.84789632014252
East Midlands,Leave,59.176355931324096
West Midlands,Leave,61.01469954880814
Northern Ireland,Leave,57.786557381271564
North East,Leave,62.73409432562646
North East,Remain,63.79488294942729
East Midlands,Remain,43.43184480950457
East Midlands,Leave,64.38812006018503
East Midlands,Leave,60.220244941318185
Northern Ireland,Leave,57.697305799486244
Greater London,Leave,61.713528268912704
Greater London,Remain,59.921850183462865
East Midlands,Remain,52.74962768256185
Wales,Remain,60.18540160340296
Northern Ireland,Remain,42.97432761234572
Yorkshire,Leave,55.522191360200374
North East,Remain,55.312361217689876
Greater London,Leave,55.99875526132218
East Midlands,Leave,68.6624525615131
Scotland,Remain,63.90442578375801
Northern Ireland,Leave,51.411199457442166
Northern Ireland,Leave,51.50823063705322
East Midlands,Leave,67.62122972058911
East Midlands,Remain,68.86240538583309
South East,Remain,56.744050313548485
Northern Ireland,Remain,69.36725904120775
South East,Remain,50.430472964595886
East Midlands,Leave,65.09883817537936
North East,Leave,55.930681286894675
North East,Leave,62.117587754849644
South East,Remain,63.6042549272717
East Midlands,Leave,54.02945718545371
West Midlands,Leave,51.7596546452397
Yorkshire,Leave,44.34090265774378
Northern Ireland,Remain,66.89212392998743
North East,Leave,58.894435045278414
North East,Remain,66.05910034895416
Scotland,Leave,65.11999864528903
Scotland,Leave,61.004869302755225
Wales,Leave,40.6695472947161
South East,Remain,52.01042547502235
Greater London,Leave,61.24686814370277
West Midlands,Remain,63.94538646541258
North East,Remain,55.695001972300695
Northern Ireland,Leave,41.706689279683715
North East,Leave,63.01661677102381
Wales,Remain,53.44880977724195
Northern Ireland,Remain,41.45091610786023
Greater London,Remain,40.77502859187045
Northern Ireland,Leave,50.50839448929283
Scotland,Leave,53.70097599312984
East Midlands,Leave,55.31610588341734
Scotland,Remain,58.35277541575617
Wales,Leave,53.19478196214547
Northern Ireland,Remain,49.67401920509869
West Midlands,Remain,65.84522990330971
Greater London,Remain,67.52847345974371
Northern Ireland,Remain,64.58178991858115
North East,Remain,51.403136807277455
North East,Leave,67.6080445992925
North East,Leave,61.57511672047724
Greater London,Remain,59.244615222666496
South East,Remain,40.85851772809695
Northern Ireland,Leave,41.09146500522311
Scotland,Leave,69.51915807163203
Yorkshire,Leave,68.87478094419578
West Midlands,Remain,48.499297872560234
Northern Ireland,Remain,44.86359210389766
Northern Ireland,Remain,69.75101281062595
South East,Leave,54.737763174885195
West Midlands,Leave,64.01709465648077
Scotland,Leave,49.04249810612066
West Midlands,Remain,63.91819037459421
Northern Ireland,Leave,64.2018305260309
Greater London,Leave,69.19082741038933
Greater London,Remain,51.731773638903576
West Midlands,Leave,59.773319790042734
West Midlands,Remain,45.934325767872465
Yorkshire,Leave,48.739554504698276
Yorkshire,Remain,46.80073964662351
South East,Leave,58.16908024191396
Wales,Leave,65.47847995916348
North East,Leave,46.1373596060859
West Midlands,Leave,40.88390247655182
South East,Remain,55.94576150716304
North East,Remain,42.821199221329294
West Midlands,Leave,64.36190336616792
South East,Remain,60.60492741567282
Wales,Leave,57.471465484076724
Northern Ireland,Remain,69.36528788214079
Yorkshire,Leave,62.49760815043024
Yorkshire,Remain,66.34735225781189
South East,Leave,43.781860337698866
West Midlands,Leave,47.75433901887856
Scotland,Leave,55.79162813345139
East Midlands,Remain,41.27245364670156
Wales,Leave,43.50761315408629
Northern Ireland,Leave,56.29407269872154
Greater London,Leave,68.03521581363518
West Midlands,Remain,56.92108256867762
Wales,Remain,46.086597207509875
South East,Remain,58.33053232841068
Greater London,Remain,57.013809240066166
Northern Ireland,Leave,69.99890696606269
South East,Leave,69.85419263464297
Scotland,Leave,40.37465947113442
Yorkshire,Leave,61.54464659092605
Yorkshire,Remain,54.78692683102485
Northern Ireland,Remain,62.11738168205535
Scotland,Remain,52.48440243599519
East Midlands,Leave,49.60845237263743
West Midlands,Leave,62.75643303693606
East Midlands,Leave,69.44330651752806
East Midlands,Remain,55.64743361913923
North East,Remain,42.17885097150019
South East,Remain,47.291586624493654
Greater London,Remain,42.432018657449575
Northern Ireland,Leave,48.20386663287634
East Midlands,Remain,63.4345951182897
Northern Ireland,Leave,69.26366381766502
Yorkshire,Remain,44.80364504846342
West Midlands,Leave,66.99064656665377
East Midlands,Remain,57.2800715400486
Northern Ireland,Leave,42.6850227700471
North East,Remain,67.64361830797979
North East,Remain,54.74991107220367
North East,Leave,55.646575639479856
Yorkshire,Leave,62.14562525294876
West Midlands,Remain,69.09153496030724
Wales,Leave,58.822745703764724
Northern Ireland,Leave,61.414623689873636
North East,Remain,52.9445530276449
Yorkshire,Leave,61.84673447371572
Wales,Remain,69.48797767733765
Wales,Remain,59.17255914931327
Wales,Leave,49.15066097483799
South East,Leave,46.59930684296405
Northern Ireland,Remain,47.246239710776166
Wales,Leave,67.96185659547412
Scotland,Leave,61.75679324062651
West Midlands,Leave,51.250567473240736
Wales,Remain,50.947776138399604
Scotland,Remain,47.393473127495284
Greater London,Remain,59.494358569121445
South East,Remain,64.72887529702896
South East,Remain,40.422021093155
Wales,Leave,61.908223785090065
North East,Remain,66.72270419640166
Wales,Remain,54.11475457607467
Greater London,Leave,42.38479484269534
Scotland,Remain,61.09299428896654
Northern Ireland,Remain,60.49471834250113
Wales,Remain,52.41832012406469
Scotland,Remain,57.93268661513387
Wales,Leave,58.749371149383165
Scotland,Leave,52.82783119329126
Wales,Leave,53.36307645215122
Wales,Remain,64.41536822723285
Wales,Remain,62.11012160766791
Scotland,Remain,55.443430761901595
Scotland,Remain,63.52404062616556
Yorkshire,Leave,45.12877154882918
South East,Remain,60.80563942146479
North East,Leave,53.682225206707855
West Midlands,Leave,59.168706812933195
Scotland,Leave,65.12426408692781
Northern Ireland,Leave,46.38198938080692
Greater London,Leave,47.849887424146544
Greater London,Remain,56.30142686721838
Yorkshire,Remain,59.83467915393729
Northern Ireland,Leave,68.9473764574733
South East,Leave,67.88208875377357
Scotland,Leave,49.42161282471365
West Midlands,Remain,67.94306556472742
Yorkshire,Leave,66.58118863507136
Scotland,Leave,69.66107230773763
Yorkshire,Remain,49.52861775450475
Scotland,Remain,59.020707906105656
Scotland,Remain,48.07446102407583
North East,Leave,43.56484864178459
South East,Remain,61.527556139588896
South East,Remain,61.75293674403784
South East,Remain,58.79595198544004
Wales,Remain,45.468776318658385
Wales,Leave,68.12098721427793
North East,Leave,60.9409044495484
East Midlands,Leave,51.04230503700319
South East,Remain,64.16010762357286
East Midlands,Remain,40.757048295674046
Wales,Remain,67.07095861243216
East Midlands,Remain,69.37067150849616
North East,Remain,40.040081816664554
South East,Remain,66.78191185021095
Wales,Leave,42.0234213310477
West Midlands,Leave,60.36287018577673
North East,Remain,55.75837099087043
Yorkshire,Remain,66.05877193377837
North East,Remain,68.47130084616632
West Midlands,Remain,63.226607200381466
North East,Remain,53.20125827546012
Wales,Remain,66.95881708614141
South East,Remain,58.285713713874486
South East,Leave,57.860167517194924
South East,Remain,64.97061592092678
Greater London,Remain,55.47994482665101
West Midlands,Remain,43.73532334271295
West Midlands,Remain,69.79736205981398
Greater London,Remain,43.02278333108043
Yorkshire,Remain,65.77140731542616
South East,Remain,41.84565950294532
Yorkshire,Leave,53.82568885212589
Yorkshire,Remain,45.35602113341523
Northern Ireland,Remain,64.42471736713813
South East,Remain,54.0806554326651
East Midlands,Leave,53.686934416950436
Greater London,Remain,52.23956374467882
East Midlands,Remain,56.90835809128306
Yorkshire,Leave,46.0549271429633
South East,Leave,41.93585647094635
Scotland,Leave,64.44528714876418
South East,Leave,43.303736573295744
South East,Remain,40.74945645380159
Yorkshire,Leave,58.54464806857477
Scotland,Leave,45.08433193651766
West Midlands,Remain,63.32404288308108
Wales,Leave,62.5373562477823
Yorkshire,Remain,57.455753382812496
North East,Leave,66.85521157352598
Scotland,Leave,43.51698834598517
East Midlands,Leave,46.89945690096474
South East,Leave,60.67752360805888
East Midlands,Leave,40.18093653250402
Wales,Leave,59.77170835606174
Wales,Remain,53.280453434215396
Yorkshire,Remain,43.85556798484907
Northern Ireland,Leave,69.28321716368184
Greater London,Leave,51.61325568312366
Yorkshire,Remain,50.267579102832485
North East,Leave,56.43126603190758
West Midlands,Leave,40.20634729657839
North East,Remain,43.457351473757264
Northern Ireland,Remain,54.28780103029742
North East,Leave,69.41397744487828
North East,Leave,60.018782436069884
Wales,Leave,66.1083762011955
Northern Ireland,Remain,62.40217852788261
Northern Ireland,Leave,50.86433302660672
Greater London,Leave,64.10487485519491
East Midlands,Remain,65.34301784079837
Scotland,Leave,49.40601115994393
Greater London,Remain,66.18019916855026
Greater London,Remain,55.84095901643367
East Midlands,Remain,66.000107061173
Scotland,Leave,67.47596946923676
South East,Leave,46.022274003245464
Northern Ireland,Remain,45.31339660427566
Northern Ireland,Leave,68.96318839921358
North East,Remain,53.98368743617651
Yorkshire,Remain,61.02405143533935
Greater London,Remain,50.6646458066247
East Midlands,Remain,69.30278960264346
Northern Ireland,Leave,47.12459225193775
West Midlands,Remain,42.03540442534607
South East,Leave,54.02163773832008
North East,Leave,40.22549403140635
Greater London,Remain,48.542759896773646
Greater London,Remain,68.22955000893377
Greater London,Remain,59.328500921166025
Scotland,Remain,49.70102951941787
East Midlands,Remain,67.22523020881438
Yorkshire,Leave,53.10352636821189
Yorkshire,Remain,69.39783008764331
Wales,Remain,54.572031304598084
East Midlands,Leave,48.07772463610769
North East,Remain,43.04741430519502
Scotland,Remain,49.128318620693264
North East,Remain,42.83748954620053
South East,Remain,64.03574508053947
Wales,Leave,48.2530606982699
West Midlands,Remain,56.799093928290716
North East,Remain,63.69638088823498
Yorkshire,Leave,54.43152412068031
West Midlands,Leave,56.05072336188122
North East,Leave,51.9366030888046
Yorkshire,Leave,49.08021209024726
North East,Remain,53.83955784610489
East Midlands,Remain,65.6053304264804
Greater London,Leave,54.38567320965596
West Midlands,Leave,69.91497029633902
East Midlands,Leave,56.21336268858715
East Midlands,Leave,62.77879269623938
Wales,Leave,48.03339654364896
North East,Leave,68.75811771455915
Yorkshire,Remain,53.0236398483037
West Midlands,Remain,41.672574889958156
Greater London,Leave,61.81665311427333
East Midlands,Leave,57.60407189946732
North East,Remain,62.222902642859054
Greater London,Leave,65.71098982198345
West Midlands,Remain,49.70516495182502
Northern Ireland,Leave,53.697543080255464
East Midlands,Remain,43.18347897103739
Scotland,Remain,48.94869561895213
East Midlands,Remain,44.89761446876895
Greater London,Leave,55.8103308005687
Northern Ireland,Remain,40.96602648838456
North East,Remain,43.57606047743618
Wales,Remain,54.61992572769738
South East,Leave,45.23674290211537
Scotland,Remain,58.44592834328044
Northern Ireland,Leave,56.9836306931993
Scotland,Remain,60.10408926375604
Scotland,Remain,55.353069488918486
Wales,Leave,65.04828013310284
East Midlands,Leave,42.42048825629992
East Midlands,Leave,58.1430646733717
North East,Leave,54.32966387721691
East Midlands,Leave,45.72923103164396
Northern Ireland,Leave,54.29931092197491
Northern Ireland,Leave,45.421491412856
Wales,Remain,44.85798737507406
East Midlands,Leave,55.90012863219677
Yorkshire,Leave,60.25662241299253
Greater London,Leave,43.780167587814255
Greater London,Remain,65.82100917190985
Scotland,Remain,60.229083670569636
Northern Ireland,Leave,45.75724310161015
West Midlands,Leave,68.06327759460838
Northern Ireland,Leave,50.6607132006843
Wales,Leave,46.56745305283725
North East,Leave,45.03479866711626
North East,Remain,56.20706269879857
North East,Leave,50.79596536102174
Greater London,Leave,51.95251641520513
East Midlands,Remain,56.756028121770456
Wales,Remain,64.87925035535483
Scotland,Remain,42.407714911316134
Northern Ireland,Remain,67.97480859444089
Northern Ireland,Leave,44.109102226529046
Wales,Leave,43.53409014062694
North East,Leave,54.106934391088075
Northern Ireland,Leave,44.03191861237593
Yorkshire,Leave,54.83490706064613
Yorkshire,Remain,56.863025351600584
Yorkshire,Remain,53.59231714124943
Greater London,Leave,62.475340235576965
North East,Leave,64.15876340732102
Wales,Remain,59.83488607731951
South East,Leave,41.780269732143026
North East,Leave,61.03444730034968
Wales,Leave,47.24881961090881
Wales,Remain,62.10443725837216
Wales,Remain,54.83498570760019
Northern Ireland,Remain,42.986315294773576
East Midlands,Remain,49.68906801921773
Yorkshire,Remain,40.58835268551288
South East,Remain,56.06676026973632
Yorkshire,Leave,44.84681170882341
East Midlands,Leave,56.358976529414186
Wales,Leave,43.888122528237034
East Midlands,Leave,45.126566391255466
Scotland,Leave,45.13040646817423
South East,Leave,46.3494816804606
South East,Remain,55.25307743784172
Greater London,Remain,60.08125124351595
East Midlands,Leave,65.2007702049863
Wales,Remain,67.19565917243177
Wales,Remain,66.75572784858393
West Midlands,Remain,61.31689827135398
Greater London,Leave,66.69131623671103
Scotland,Leave,63.40058256004902
South East,Remain,40.67550268947049
Greater London,Leave,63.26652203174265
Yorkshire,Leave,59.88001360558303
West Midlands,Leave,45.82370505160285
Scotland,Leave,59.45730245217462
Scotland,Remain,58.574746480491505
Scotland,Remain,68.14512288017582
Greater London,Leave,40.882082792147166
Wales,Remain,69.44155956696966
East Midlands,Leave,50.44375686184984
East Midlands,Leave,54.46044976234139
Northern Ireland,Remain,45.65082554006938
Wales,Leave,52.24717338013383
North East,Leave,47.015993199599464
East Midlands,Remain,54.76083493044092
Greater London,Leave,49.374396862810286
West Midlands,Leave,41.932459813336024
Scotland,Remain,41.96356492520303
Wales,Remain,62.30613532038581
West Midlands,Leave,58.39170542645293
West Midlands,Remain,49.673543442468
East Midlands,Leave,52.24223765564856
Greater London,Leave,44.648470007576435
Scotland,Remain,43.654852409396135
North East,Leave,43.42977626064915
North East,Leave,62.57448925574595
West Midlands,Leave,53.68196940168902
East Midlands,Remain,68.68482846227703
South East,Remain,59.24842308971225
Scotland,Remain,56.38747938433454
